model_family	seed	dataset_slug	dataset	config_id	gpus	source_count	morgan_variant	pretrained_perturbation_embeddings_path	freeze_pretrained_perturbation_embeddings
scratch_target_only_morgan_fixed	13	tahoe100	tahoe100	lpm_paper10_morgan_fixed_scratch_tahoe100_seed13_molholdout_h100_2x_bs4096_200epoch_lustre	2	48	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	13	vcpi_0001	Ginkgo VCPI vcpi-0001 (tvc-bhr-009)	lpm_paper10_morgan_fixed_scratch_vcpi_0001_seed13_molholdout_h100_1x_bs4096_200epoch_lustre	1	1	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	13	vcpi_0002	Ginkgo VCPI vcpi-0002 (tvc-kdl-010)	lpm_paper10_morgan_fixed_scratch_vcpi_0002_seed13_molholdout_h100_1x_bs4096_200epoch_lustre	1	1	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
all_datasets_morgan_fixed	17	all	all	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed17_molholdout_h100_2x_bs4096_200epoch_lustre	2	167	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	17	cigs_mce	CIGS MCE	lpm_paper10_morgan_fixed_scratch_cigs_mce_seed17_molholdout_h100_2x_bs4096_200epoch_lustre	2	2	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	17	cigs_tcm	CIGS TCM	lpm_paper10_morgan_fixed_scratch_cigs_tcm_seed17_molholdout_h100_2x_bs4096_200epoch_lustre	2	2	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	17	dilimap_train	dilimap_train	lpm_paper10_morgan_fixed_scratch_dilimap_train_seed17_molholdout_h100_1x_bs4096_200epoch_lustre	1	1	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	17	gdpx2	Ginkgo GDPx2	lpm_paper10_morgan_fixed_scratch_gdpx2_seed17_molholdout_h100_2x_bs4096_200epoch_lustre	2	4	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	17	lincs_phase1	LINCS_phase1_level3_epsilon	lpm_paper10_morgan_fixed_scratch_lincs_phase1_seed17_molholdout_h100_2x_bs4096_200epoch_lustre	2	70	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	17	lincs_phase2	LINCS_phase2_level3	lpm_paper10_morgan_fixed_scratch_lincs_phase2_seed17_molholdout_h100_2x_bs4096_200epoch_lustre	2	30	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	17	novartis	Novartis MoABox DRUG-seq	lpm_paper10_morgan_fixed_scratch_novartis_seed17_molholdout_h100_1x_bs4096_200epoch_lustre	1	1	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	17	op3	op3	lpm_paper10_morgan_fixed_scratch_op3_seed17_molholdout_h100_2x_bs4096_200epoch_lustre	2	4	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	17	sciplex	srivatsan20_sciplex3	lpm_paper10_morgan_fixed_scratch_sciplex_seed17_molholdout_h100_2x_bs4096_200epoch_lustre	2	3	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	17	tahoe100	tahoe100	lpm_paper10_morgan_fixed_scratch_tahoe100_seed17_molholdout_h100_2x_bs4096_200epoch_lustre	2	48	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	17	vcpi_0001	Ginkgo VCPI vcpi-0001 (tvc-bhr-009)	lpm_paper10_morgan_fixed_scratch_vcpi_0001_seed17_molholdout_h100_1x_bs4096_200epoch_lustre	1	1	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	17	vcpi_0002	Ginkgo VCPI vcpi-0002 (tvc-kdl-010)	lpm_paper10_morgan_fixed_scratch_vcpi_0002_seed17_molholdout_h100_1x_bs4096_200epoch_lustre	1	1	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
all_datasets_morgan_fixed	19	all	all	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed19_molholdout_h100_2x_bs4096_200epoch_lustre	2	167	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	19	cigs_mce	CIGS MCE	lpm_paper10_morgan_fixed_scratch_cigs_mce_seed19_molholdout_h100_2x_bs4096_200epoch_lustre	2	2	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	19	cigs_tcm	CIGS TCM	lpm_paper10_morgan_fixed_scratch_cigs_tcm_seed19_molholdout_h100_2x_bs4096_200epoch_lustre	2	2	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	19	dilimap_train	dilimap_train	lpm_paper10_morgan_fixed_scratch_dilimap_train_seed19_molholdout_h100_1x_bs4096_200epoch_lustre	1	1	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	19	gdpx2	Ginkgo GDPx2	lpm_paper10_morgan_fixed_scratch_gdpx2_seed19_molholdout_h100_2x_bs4096_200epoch_lustre	2	4	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	19	lincs_phase1	LINCS_phase1_level3_epsilon	lpm_paper10_morgan_fixed_scratch_lincs_phase1_seed19_molholdout_h100_2x_bs4096_200epoch_lustre	2	70	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	19	lincs_phase2	LINCS_phase2_level3	lpm_paper10_morgan_fixed_scratch_lincs_phase2_seed19_molholdout_h100_2x_bs4096_200epoch_lustre	2	30	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	19	novartis	Novartis MoABox DRUG-seq	lpm_paper10_morgan_fixed_scratch_novartis_seed19_molholdout_h100_1x_bs4096_200epoch_lustre	1	1	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	19	op3	op3	lpm_paper10_morgan_fixed_scratch_op3_seed19_molholdout_h100_2x_bs4096_200epoch_lustre	2	4	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	19	sciplex	srivatsan20_sciplex3	lpm_paper10_morgan_fixed_scratch_sciplex_seed19_molholdout_h100_2x_bs4096_200epoch_lustre	2	3	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	19	tahoe100	tahoe100	lpm_paper10_morgan_fixed_scratch_tahoe100_seed19_molholdout_h100_2x_bs4096_200epoch_lustre	2	48	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	19	vcpi_0001	Ginkgo VCPI vcpi-0001 (tvc-bhr-009)	lpm_paper10_morgan_fixed_scratch_vcpi_0001_seed19_molholdout_h100_1x_bs4096_200epoch_lustre	1	1	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	19	vcpi_0002	Ginkgo VCPI vcpi-0002 (tvc-kdl-010)	lpm_paper10_morgan_fixed_scratch_vcpi_0002_seed19_molholdout_h100_1x_bs4096_200epoch_lustre	1	1	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
all_datasets_morgan_fixed	23	all	all	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed23_molholdout_h100_2x_bs4096_200epoch_lustre	2	167	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	23	cigs_mce	CIGS MCE	lpm_paper10_morgan_fixed_scratch_cigs_mce_seed23_molholdout_h100_2x_bs4096_200epoch_lustre	2	2	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	23	cigs_tcm	CIGS TCM	lpm_paper10_morgan_fixed_scratch_cigs_tcm_seed23_molholdout_h100_2x_bs4096_200epoch_lustre	2	2	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	23	dilimap_train	dilimap_train	lpm_paper10_morgan_fixed_scratch_dilimap_train_seed23_molholdout_h100_1x_bs4096_200epoch_lustre	1	1	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	23	gdpx2	Ginkgo GDPx2	lpm_paper10_morgan_fixed_scratch_gdpx2_seed23_molholdout_h100_2x_bs4096_200epoch_lustre	2	4	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	23	lincs_phase1	LINCS_phase1_level3_epsilon	lpm_paper10_morgan_fixed_scratch_lincs_phase1_seed23_molholdout_h100_2x_bs4096_200epoch_lustre	2	70	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	23	lincs_phase2	LINCS_phase2_level3	lpm_paper10_morgan_fixed_scratch_lincs_phase2_seed23_molholdout_h100_2x_bs4096_200epoch_lustre	2	30	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	23	novartis	Novartis MoABox DRUG-seq	lpm_paper10_morgan_fixed_scratch_novartis_seed23_molholdout_h100_1x_bs4096_200epoch_lustre	1	1	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	23	op3	op3	lpm_paper10_morgan_fixed_scratch_op3_seed23_molholdout_h100_2x_bs4096_200epoch_lustre	2	4	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	23	sciplex	srivatsan20_sciplex3	lpm_paper10_morgan_fixed_scratch_sciplex_seed23_molholdout_h100_2x_bs4096_200epoch_lustre	2	3	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	23	tahoe100	tahoe100	lpm_paper10_morgan_fixed_scratch_tahoe100_seed23_molholdout_h100_2x_bs4096_200epoch_lustre	2	48	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	23	vcpi_0001	Ginkgo VCPI vcpi-0001 (tvc-bhr-009)	lpm_paper10_morgan_fixed_scratch_vcpi_0001_seed23_molholdout_h100_1x_bs4096_200epoch_lustre	1	1	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	23	vcpi_0002	Ginkgo VCPI vcpi-0002 (tvc-kdl-010)	lpm_paper10_morgan_fixed_scratch_vcpi_0002_seed23_molholdout_h100_1x_bs4096_200epoch_lustre	1	1	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
all_datasets_morgan_fixed	29	all	all	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed29_molholdout_h100_2x_bs4096_200epoch_lustre	2	167	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	29	cigs_mce	CIGS MCE	lpm_paper10_morgan_fixed_scratch_cigs_mce_seed29_molholdout_h100_2x_bs4096_200epoch_lustre	2	2	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	29	cigs_tcm	CIGS TCM	lpm_paper10_morgan_fixed_scratch_cigs_tcm_seed29_molholdout_h100_2x_bs4096_200epoch_lustre	2	2	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	29	dilimap_train	dilimap_train	lpm_paper10_morgan_fixed_scratch_dilimap_train_seed29_molholdout_h100_1x_bs4096_200epoch_lustre	1	1	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	29	gdpx2	Ginkgo GDPx2	lpm_paper10_morgan_fixed_scratch_gdpx2_seed29_molholdout_h100_2x_bs4096_200epoch_lustre	2	4	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	29	lincs_phase1	LINCS_phase1_level3_epsilon	lpm_paper10_morgan_fixed_scratch_lincs_phase1_seed29_molholdout_h100_2x_bs4096_200epoch_lustre	2	70	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	29	lincs_phase2	LINCS_phase2_level3	lpm_paper10_morgan_fixed_scratch_lincs_phase2_seed29_molholdout_h100_2x_bs4096_200epoch_lustre	2	30	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	29	novartis	Novartis MoABox DRUG-seq	lpm_paper10_morgan_fixed_scratch_novartis_seed29_molholdout_h100_1x_bs4096_200epoch_lustre	1	1	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	29	op3	op3	lpm_paper10_morgan_fixed_scratch_op3_seed29_molholdout_h100_2x_bs4096_200epoch_lustre	2	4	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	29	sciplex	srivatsan20_sciplex3	lpm_paper10_morgan_fixed_scratch_sciplex_seed29_molholdout_h100_2x_bs4096_200epoch_lustre	2	3	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	29	tahoe100	tahoe100	lpm_paper10_morgan_fixed_scratch_tahoe100_seed29_molholdout_h100_2x_bs4096_200epoch_lustre	2	48	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	29	vcpi_0001	Ginkgo VCPI vcpi-0001 (tvc-bhr-009)	lpm_paper10_morgan_fixed_scratch_vcpi_0001_seed29_molholdout_h100_1x_bs4096_200epoch_lustre	1	1	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	29	vcpi_0002	Ginkgo VCPI vcpi-0002 (tvc-kdl-010)	lpm_paper10_morgan_fixed_scratch_vcpi_0002_seed29_molholdout_h100_1x_bs4096_200epoch_lustre	1	1	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
all_datasets_morgan_fixed	31	all	all	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed31_molholdout_h100_2x_bs4096_200epoch_lustre	2	167	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	31	cigs_mce	CIGS MCE	lpm_paper10_morgan_fixed_scratch_cigs_mce_seed31_molholdout_h100_2x_bs4096_200epoch_lustre	2	2	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	31	cigs_tcm	CIGS TCM	lpm_paper10_morgan_fixed_scratch_cigs_tcm_seed31_molholdout_h100_2x_bs4096_200epoch_lustre	2	2	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	31	dilimap_train	dilimap_train	lpm_paper10_morgan_fixed_scratch_dilimap_train_seed31_molholdout_h100_1x_bs4096_200epoch_lustre	1	1	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
scratch_target_only_morgan_fixed	31	gdpx2	Ginkgo GDPx2	lpm_paper10_morgan_fixed_scratch_gdpx2_seed31_molholdout_h100_2x_bs4096_200epoch_lustre	2	4	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True
