model_family	seed	dataset_slug	dataset	config_id	gpus	source_count	morgan_variant	pretrained_perturbation_embeddings_path	freeze_pretrained_perturbation_embeddings	job_id
scratch_target_only_morgan_fixed	29	cigs_tcm	CIGS TCM	lpm_paper10_morgan_fixed_scratch_cigs_tcm_seed29_molholdout_h100_2x_bs4096_200epoch_lustre	2	2	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734134
scratch_target_only_morgan_fixed	29	dilimap_train	dilimap_train	lpm_paper10_morgan_fixed_scratch_dilimap_train_seed29_molholdout_h100_1x_bs4096_200epoch_lustre	1	1	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734135
scratch_target_only_morgan_fixed	29	gdpx2	Ginkgo GDPx2	lpm_paper10_morgan_fixed_scratch_gdpx2_seed29_molholdout_h100_2x_bs4096_200epoch_lustre	2	4	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734136
scratch_target_only_morgan_fixed	29	lincs_phase1	LINCS_phase1_level3_epsilon	lpm_paper10_morgan_fixed_scratch_lincs_phase1_seed29_molholdout_h100_2x_bs4096_200epoch_lustre	2	70	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734137
scratch_target_only_morgan_fixed	29	lincs_phase2	LINCS_phase2_level3	lpm_paper10_morgan_fixed_scratch_lincs_phase2_seed29_molholdout_h100_2x_bs4096_200epoch_lustre	2	30	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734138
scratch_target_only_morgan_fixed	29	novartis	Novartis MoABox DRUG-seq	lpm_paper10_morgan_fixed_scratch_novartis_seed29_molholdout_h100_1x_bs4096_200epoch_lustre	1	1	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734139
scratch_target_only_morgan_fixed	29	op3	op3	lpm_paper10_morgan_fixed_scratch_op3_seed29_molholdout_h100_2x_bs4096_200epoch_lustre	2	4	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734140
scratch_target_only_morgan_fixed	29	sciplex	srivatsan20_sciplex3	lpm_paper10_morgan_fixed_scratch_sciplex_seed29_molholdout_h100_2x_bs4096_200epoch_lustre	2	3	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734141
scratch_target_only_morgan_fixed	29	tahoe100	tahoe100	lpm_paper10_morgan_fixed_scratch_tahoe100_seed29_molholdout_h100_2x_bs4096_200epoch_lustre	2	48	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734142
scratch_target_only_morgan_fixed	29	vcpi_0001	Ginkgo VCPI vcpi-0001 (tvc-bhr-009)	lpm_paper10_morgan_fixed_scratch_vcpi_0001_seed29_molholdout_h100_1x_bs4096_200epoch_lustre	1	1	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734143
scratch_target_only_morgan_fixed	29	vcpi_0002	Ginkgo VCPI vcpi-0002 (tvc-kdl-010)	lpm_paper10_morgan_fixed_scratch_vcpi_0002_seed29_molholdout_h100_1x_bs4096_200epoch_lustre	1	1	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734144
all_datasets_morgan_fixed	31	all	all	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed31_molholdout_h100_2x_bs4096_200epoch_lustre	2	167	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734145
scratch_target_only_morgan_fixed	31	cigs_mce	CIGS MCE	lpm_paper10_morgan_fixed_scratch_cigs_mce_seed31_molholdout_h100_2x_bs4096_200epoch_lustre	2	2	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734146
scratch_target_only_morgan_fixed	31	cigs_tcm	CIGS TCM	lpm_paper10_morgan_fixed_scratch_cigs_tcm_seed31_molholdout_h100_2x_bs4096_200epoch_lustre	2	2	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734147
