model_family	seed	dataset_slug	dataset	config_id	checkpoint_path	val_rmse	test_rmse	status
scratch_target_only	17	gdpx2	Ginkgo GDPx2	lpm_paper10_scratch_gdpx2_seed17_molholdout_h100_2x_bs4096_200epoch_lustre	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_scratch_gdpx2_seed17_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_2c7627599d005a2b/seed_17/checkpoints/best-validation-rmse-epoch0123.ckpt	0.57286073	0.43380000	ok
scratch_target_only	17	lincs_phase1	LINCS_phase1_level3_epsilon	lpm_paper10_scratch_lincs_phase1_seed17_molholdout_h100_2x_bs4096_200epoch_lustre	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_scratch_lincs_phase1_seed17_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_8a5894aa3c36c9f2/seed_17/checkpoints/best-validation-rmse-epoch0003.ckpt	0.62009040	0.63310000	ok
scratch_target_only	17	lincs_phase2	LINCS_phase2_level3	lpm_paper10_scratch_lincs_phase2_seed17_molholdout_h100_2x_bs4096_200epoch_lustre	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_scratch_lincs_phase2_seed17_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_519688f6efd3cc2c/seed_17/checkpoints/best-validation-rmse-epoch0006.ckpt	0.47186390	0.48900000	ok
scratch_target_only	17	novartis	Novartis MoABox DRUG-seq	lpm_paper10_scratch_novartis_seed17_molholdout_h100_1x_bs4096_200epoch_lustre	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_scratch_novartis_seed17_molholdout_h100_1x_bs4096_200epoch_lustre/LPM_4ec072a2e99a007e/seed_17/checkpoints/best-validation-rmse-epoch0055.ckpt	0.67843616	0.54070000	ok
scratch_target_only	17	op3	op3	lpm_paper10_scratch_op3_seed17_molholdout_h100_2x_bs4096_200epoch_lustre	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_scratch_op3_seed17_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_73dd39a880d7dd25/seed_17/checkpoints/best-validation-rmse-epoch0091.ckpt	0.40985970	0.34710000	ok
scratch_target_only	17	sciplex	srivatsan20_sciplex3	lpm_paper10_scratch_sciplex_seed17_molholdout_h100_2x_bs4096_200epoch_lustre	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_scratch_sciplex_seed17_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_bd9e95d87de7d9a8/seed_17/checkpoints/best-validation-rmse-epoch0178.ckpt	0.71533693	0.68440000	ok
scratch_target_only	17	tahoe100	tahoe100	lpm_paper10_scratch_tahoe100_seed17_molholdout_h100_2x_bs4096_200epoch_lustre	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_scratch_tahoe100_seed17_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_9c288dbbb7f9288d/seed_17/checkpoints/best-validation-rmse-epoch0004.ckpt	0.74491272	0.73790000	ok
scratch_target_only	17	vcpi_0001	Ginkgo VCPI vcpi-0001 (tvc-bhr-009)	lpm_paper10_scratch_vcpi_0001_seed17_molholdout_h100_1x_bs4096_200epoch_lustre	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_scratch_vcpi_0001_seed17_molholdout_h100_1x_bs4096_200epoch_lustre/LPM_c5c4977e30439248/seed_17/checkpoints/best-validation-rmse-epoch0016.ckpt	0.55352915	0.57080000	ok
scratch_target_only	17	vcpi_0002	Ginkgo VCPI vcpi-0002 (tvc-kdl-010)	lpm_paper10_scratch_vcpi_0002_seed17_molholdout_h100_1x_bs4096_200epoch_lustre	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_scratch_vcpi_0002_seed17_molholdout_h100_1x_bs4096_200epoch_lustre/LPM_0203c331c6be7440/seed_17/checkpoints/best-validation-rmse-epoch0035.ckpt	0.51000483		ok
scratch_target_only	19	cigs_mce	CIGS MCE	lpm_paper10_scratch_cigs_mce_seed19_molholdout_h100_2x_bs4096_200epoch_lustre	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_scratch_cigs_mce_seed19_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_1627e7de5ad288b4/seed_19/checkpoints/best-validation-rmse-epoch0021.ckpt	0.58712145	0.57240000	ok
scratch_target_only	19	cigs_tcm	CIGS TCM	lpm_paper10_scratch_cigs_tcm_seed19_molholdout_h100_2x_bs4096_200epoch_lustre	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_scratch_cigs_tcm_seed19_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_78507308ed947ca6/seed_19/checkpoints/best-validation-rmse-epoch0040.ckpt	0.44867252	0.40790000	ok
scratch_target_only	19	dilimap_train	dilimap_train	lpm_paper10_scratch_dilimap_train_seed19_molholdout_h100_1x_bs4096_200epoch_lustre	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_scratch_dilimap_train_seed19_molholdout_h100_1x_bs4096_200epoch_lustre/LPM_80c22dac4801950d/seed_19/checkpoints/best-validation-rmse-epoch0160.ckpt	0.58442563	0.61040000	ok
scratch_target_only	19	gdpx2	Ginkgo GDPx2	lpm_paper10_scratch_gdpx2_seed19_molholdout_h100_2x_bs4096_200epoch_lustre	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_scratch_gdpx2_seed19_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_2c7627599d005a2b/seed_19/checkpoints/best-validation-rmse-epoch0085.ckpt	0.57004944	0.43830000	ok
scratch_target_only	19	lincs_phase1	LINCS_phase1_level3_epsilon	lpm_paper10_scratch_lincs_phase1_seed19_molholdout_h100_2x_bs4096_200epoch_lustre	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_scratch_lincs_phase1_seed19_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_8a5894aa3c36c9f2/seed_19/checkpoints/best-validation-rmse-epoch0007.ckpt	0.61912184	0.63520000	ok
scratch_target_only	19	lincs_phase2	LINCS_phase2_level3	lpm_paper10_scratch_lincs_phase2_seed19_molholdout_h100_2x_bs4096_200epoch_lustre	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_scratch_lincs_phase2_seed19_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_519688f6efd3cc2c/seed_19/checkpoints/best-validation-rmse-epoch0006.ckpt	0.47278201	0.48890000	ok
scratch_target_only	19	novartis	Novartis MoABox DRUG-seq	lpm_paper10_scratch_novartis_seed19_molholdout_h100_1x_bs4096_200epoch_lustre	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_scratch_novartis_seed19_molholdout_h100_1x_bs4096_200epoch_lustre/LPM_4ec072a2e99a007e/seed_19/checkpoints/best-validation-rmse-epoch0057.ckpt	0.67810583	0.54040000	ok
scratch_target_only	19	op3	op3	lpm_paper10_scratch_op3_seed19_molholdout_h100_2x_bs4096_200epoch_lustre	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_scratch_op3_seed19_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_73dd39a880d7dd25/seed_19/checkpoints/best-validation-rmse-epoch0027.ckpt	0.41608126	0.34890000	ok
scratch_target_only	19	sciplex	srivatsan20_sciplex3	lpm_paper10_scratch_sciplex_seed19_molholdout_h100_2x_bs4096_200epoch_lustre	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_scratch_sciplex_seed19_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_bd9e95d87de7d9a8/seed_19/checkpoints/best-validation-rmse-epoch0199.ckpt	0.71489172	0.68420000	ok
scratch_target_only	19	tahoe100	tahoe100	lpm_paper10_scratch_tahoe100_seed19_molholdout_h100_2x_bs4096_200epoch_lustre				missing_evaluation_log
scratch_target_only	19	vcpi_0001	Ginkgo VCPI vcpi-0001 (tvc-bhr-009)	lpm_paper10_scratch_vcpi_0001_seed19_molholdout_h100_1x_bs4096_200epoch_lustre	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_scratch_vcpi_0001_seed19_molholdout_h100_1x_bs4096_200epoch_lustre/LPM_c5c4977e30439248/seed_19/checkpoints/best-validation-rmse-epoch0051.ckpt	0.55352181	0.57070000	ok
scratch_target_only	19	vcpi_0002	Ginkgo VCPI vcpi-0002 (tvc-kdl-010)	lpm_paper10_scratch_vcpi_0002_seed19_molholdout_h100_1x_bs4096_200epoch_lustre	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_scratch_vcpi_0002_seed19_molholdout_h100_1x_bs4096_200epoch_lustre/LPM_0203c331c6be7440/seed_19/checkpoints/best-validation-rmse-epoch0026.ckpt	0.51003117		ok
scratch_target_only	23	cigs_mce	CIGS MCE	lpm_paper10_scratch_cigs_mce_seed23_molholdout_h100_2x_bs4096_200epoch_lustre	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_scratch_cigs_mce_seed23_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_1627e7de5ad288b4/seed_23/checkpoints/best-validation-rmse-epoch0017.ckpt	0.58734416	0.57130000	ok
scratch_target_only	23	cigs_tcm	CIGS TCM	lpm_paper10_scratch_cigs_tcm_seed23_molholdout_h100_2x_bs4096_200epoch_lustre	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_scratch_cigs_tcm_seed23_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_78507308ed947ca6/seed_23/checkpoints/best-validation-rmse-epoch0072.ckpt	0.44824592	0.40780000	ok
scratch_target_only	23	dilimap_train	dilimap_train	lpm_paper10_scratch_dilimap_train_seed23_molholdout_h100_1x_bs4096_200epoch_lustre	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_scratch_dilimap_train_seed23_molholdout_h100_1x_bs4096_200epoch_lustre/LPM_80c22dac4801950d/seed_23/checkpoints/best-validation-rmse-epoch0119.ckpt	0.58379787	0.61020000	ok
scratch_target_only	23	gdpx2	Ginkgo GDPx2	lpm_paper10_scratch_gdpx2_seed23_molholdout_h100_2x_bs4096_200epoch_lustre	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_scratch_gdpx2_seed23_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_2c7627599d005a2b/seed_23/checkpoints/best-validation-rmse-epoch0011.ckpt	0.57561629	0.43290000	ok
scratch_target_only	23	lincs_phase1	LINCS_phase1_level3_epsilon	lpm_paper10_scratch_lincs_phase1_seed23_molholdout_h100_2x_bs4096_200epoch_lustre				missing_evaluation_log
scratch_target_only	23	lincs_phase2	LINCS_phase2_level3	lpm_paper10_scratch_lincs_phase2_seed23_molholdout_h100_2x_bs4096_200epoch_lustre				missing_evaluation_log
scratch_target_only	23	novartis	Novartis MoABox DRUG-seq	lpm_paper10_scratch_novartis_seed23_molholdout_h100_1x_bs4096_200epoch_lustre	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_scratch_novartis_seed23_molholdout_h100_1x_bs4096_200epoch_lustre/LPM_4ec072a2e99a007e/seed_23/checkpoints/best-validation-rmse-epoch0042.ckpt	0.67898675	0.54170000	ok
scratch_target_only	23	op3	op3	lpm_paper10_scratch_op3_seed23_molholdout_h100_2x_bs4096_200epoch_lustre				missing_evaluation_log
scratch_target_only	23	sciplex	srivatsan20_sciplex3	lpm_paper10_scratch_sciplex_seed23_molholdout_h100_2x_bs4096_200epoch_lustre				missing_evaluation_log
scratch_target_only	23	tahoe100	tahoe100	lpm_paper10_scratch_tahoe100_seed23_molholdout_h100_2x_bs4096_200epoch_lustre				missing_evaluation_log
scratch_target_only	23	vcpi_0001	Ginkgo VCPI vcpi-0001 (tvc-bhr-009)	lpm_paper10_scratch_vcpi_0001_seed23_molholdout_h100_1x_bs4096_200epoch_lustre	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_scratch_vcpi_0001_seed23_molholdout_h100_1x_bs4096_200epoch_lustre/LPM_c5c4977e30439248/seed_23/checkpoints/best-validation-rmse-epoch0026.ckpt	0.55352636	0.57070000	ok
scratch_target_only	23	vcpi_0002	Ginkgo VCPI vcpi-0002 (tvc-kdl-010)	lpm_paper10_scratch_vcpi_0002_seed23_molholdout_h100_1x_bs4096_200epoch_lustre	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_scratch_vcpi_0002_seed23_molholdout_h100_1x_bs4096_200epoch_lustre/LPM_0203c331c6be7440/seed_23/checkpoints/best-validation-rmse-epoch0066.ckpt	0.51004719		ok
scratch_target_only	29	cigs_mce	CIGS MCE	lpm_paper10_scratch_cigs_mce_seed29_molholdout_h100_2x_bs4096_200epoch_lustre				missing_evaluation_log
scratch_target_only	29	cigs_tcm	CIGS TCM	lpm_paper10_scratch_cigs_tcm_seed29_molholdout_h100_2x_bs4096_200epoch_lustre				missing_evaluation_log
scratch_target_only	29	dilimap_train	dilimap_train	lpm_paper10_scratch_dilimap_train_seed29_molholdout_h100_1x_bs4096_200epoch_lustre	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_scratch_dilimap_train_seed29_molholdout_h100_1x_bs4096_200epoch_lustre/LPM_80c22dac4801950d/seed_29/checkpoints/best-validation-rmse-epoch0043.ckpt	0.58409504	0.61110000	ok
scratch_target_only	29	gdpx2	Ginkgo GDPx2	lpm_paper10_scratch_gdpx2_seed29_molholdout_h100_2x_bs4096_200epoch_lustre				missing_evaluation_log
scratch_target_only	29	lincs_phase1	LINCS_phase1_level3_epsilon	lpm_paper10_scratch_lincs_phase1_seed29_molholdout_h100_2x_bs4096_200epoch_lustre				missing_evaluation_log
scratch_target_only	29	lincs_phase2	LINCS_phase2_level3	lpm_paper10_scratch_lincs_phase2_seed29_molholdout_h100_2x_bs4096_200epoch_lustre				missing_evaluation_log
scratch_target_only	29	novartis	Novartis MoABox DRUG-seq	lpm_paper10_scratch_novartis_seed29_molholdout_h100_1x_bs4096_200epoch_lustre	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_scratch_novartis_seed29_molholdout_h100_1x_bs4096_200epoch_lustre/LPM_4ec072a2e99a007e/seed_29/checkpoints/best-validation-rmse-epoch0171.ckpt	0.67748864	0.54030000	ok
scratch_target_only	29	op3	op3	lpm_paper10_scratch_op3_seed29_molholdout_h100_2x_bs4096_200epoch_lustre	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_scratch_op3_seed29_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_73dd39a880d7dd25/seed_29/checkpoints/best-validation-rmse-epoch0034.ckpt	0.41636534	0.35010000	ok
scratch_target_only	29	sciplex	srivatsan20_sciplex3	lpm_paper10_scratch_sciplex_seed29_molholdout_h100_2x_bs4096_200epoch_lustre				missing_evaluation_log
scratch_target_only	29	tahoe100	tahoe100	lpm_paper10_scratch_tahoe100_seed29_molholdout_h100_2x_bs4096_200epoch_lustre				missing_evaluation_log
scratch_target_only	29	vcpi_0001	Ginkgo VCPI vcpi-0001 (tvc-bhr-009)	lpm_paper10_scratch_vcpi_0001_seed29_molholdout_h100_1x_bs4096_200epoch_lustre	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_scratch_vcpi_0001_seed29_molholdout_h100_1x_bs4096_200epoch_lustre/LPM_c5c4977e30439248/seed_29/checkpoints/best-validation-rmse-epoch0023.ckpt	0.55344962	0.57080000	ok
scratch_target_only	29	vcpi_0002	Ginkgo VCPI vcpi-0002 (tvc-kdl-010)	lpm_paper10_scratch_vcpi_0002_seed29_molholdout_h100_1x_bs4096_200epoch_lustre	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_scratch_vcpi_0002_seed29_molholdout_h100_1x_bs4096_200epoch_lustre/LPM_0203c331c6be7440/seed_29/checkpoints/best-validation-rmse-epoch0042.ckpt	0.51007038		ok
scratch_target_only	31	cigs_mce	CIGS MCE	lpm_paper10_scratch_cigs_mce_seed31_molholdout_h100_2x_bs4096_200epoch_lustre				missing_evaluation_log
scratch_target_only	31	cigs_tcm	CIGS TCM	lpm_paper10_scratch_cigs_tcm_seed31_molholdout_h100_2x_bs4096_200epoch_lustre	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_scratch_cigs_tcm_seed31_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_78507308ed947ca6/seed_31/checkpoints/best-validation-rmse-epoch0033.ckpt	0.44862369	0.40790000	ok
scratch_target_only	31	dilimap_train	dilimap_train	lpm_paper10_scratch_dilimap_train_seed31_molholdout_h100_1x_bs4096_200epoch_lustre	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_scratch_dilimap_train_seed31_molholdout_h100_1x_bs4096_200epoch_lustre/LPM_80c22dac4801950d/seed_31/checkpoints/best-validation-rmse-epoch0199.ckpt	0.57790948	0.60920000	ok
scratch_target_only	31	gdpx2	Ginkgo GDPx2	lpm_paper10_scratch_gdpx2_seed31_molholdout_h100_2x_bs4096_200epoch_lustre				missing_evaluation_log
scratch_target_only	31	lincs_phase1	LINCS_phase1_level3_epsilon	lpm_paper10_scratch_lincs_phase1_seed31_molholdout_h100_2x_bs4096_200epoch_lustre				missing_evaluation_log
scratch_target_only	31	lincs_phase2	LINCS_phase2_level3	lpm_paper10_scratch_lincs_phase2_seed31_molholdout_h100_2x_bs4096_200epoch_lustre	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_scratch_lincs_phase2_seed31_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_519688f6efd3cc2c/seed_31/checkpoints/best-validation-rmse-epoch0004.ckpt	0.47301303	0.48890000	ok
scratch_target_only	31	novartis	Novartis MoABox DRUG-seq	lpm_paper10_scratch_novartis_seed31_molholdout_h100_1x_bs4096_200epoch_lustre	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_scratch_novartis_seed31_molholdout_h100_1x_bs4096_200epoch_lustre/LPM_4ec072a2e99a007e/seed_31/checkpoints/best-validation-rmse-epoch0108.ckpt	0.67694414	0.54070000	ok
scratch_target_only	31	op3	op3	lpm_paper10_scratch_op3_seed31_molholdout_h100_2x_bs4096_200epoch_lustre				missing_evaluation_log
scratch_target_only	31	sciplex	srivatsan20_sciplex3	lpm_paper10_scratch_sciplex_seed31_molholdout_h100_2x_bs4096_200epoch_lustre				missing_evaluation_log
scratch_target_only	31	tahoe100	tahoe100	lpm_paper10_scratch_tahoe100_seed31_molholdout_h100_2x_bs4096_200epoch_lustre				missing_evaluation_log
scratch_target_only	31	vcpi_0001	Ginkgo VCPI vcpi-0001 (tvc-bhr-009)	lpm_paper10_scratch_vcpi_0001_seed31_molholdout_h100_1x_bs4096_200epoch_lustre	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_scratch_vcpi_0001_seed31_molholdout_h100_1x_bs4096_200epoch_lustre/LPM_c5c4977e30439248/seed_31/checkpoints/best-validation-rmse-epoch0010.ckpt	0.55353197	0.57070000	ok
